QueryText,KccAns
ASKING ABOUT CONTROL OF ROOT ROT AND STEM ROT IN GROUND NUT FIELD,CHLOROTHALONIL75 WP
WHITE FLY IN GROUND NUT,RECOMENDED TO SPRAY NEEM OIL 5MILLILITER AND ACEPHATE 300GRAMSACRE
PLANT PROTECTION,SAFE 2G PER LITER OF WATER
farmer asked about Attack of JassidsLeaf hoppers,303 -30
LEAF FOLDER,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Tell Me About Sea Trade in Groundnut,100
Ask about basal soil application for pests and insects Control in Groundnut,GR         SC 7-8
Farmer asked about fertilizer dose for groundnut crop,:::
THIKKA LEAF SPOT IN GROUND NUT,RECOMMENDED TO SPRAY PROPICONAZOLE TILT RADAR  200 ML PER ACRE
groundnut root rot,groundnut root rot RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITER OF WATER
Ask about fungus problem in Groundnut crop,WP 35
asked about gnut crop growth,-       -             -
Farmer Asked sucking pests control information of groundnut,WG -    :
Asking about groundnut top dressing fertilizer application,:      :  5    12
TERMITE,SPRAY CHLORPYRIPHOS  2 MLLT OF WATER
ask about tikka diseases,I suggest clorothelonil 25 gram in 10 liter water
weed management in groundnut,incomplete call please call back
SULFER DOSE IN GNUT,4-5 KGBIGHA
Weed management for groundnut,recommended for spray Pendimethalin 2 litresha 3 days after sowing
Asked about Leaf caterpillar  leaf blight disease management in groundnut,:        :   2    2       1
ask for gnut wilt control,I suggeste to give tricoderma 25 kgha
groundnut rich spray,Recommended for spray groundnut rich spray 25 kgacre dissolved in 200 litres of water
mausam ki jankari de,aaj sham ko bundabandi ki sambhavna hai
For prevention of termites,178   1
Asked about groundnut leafs turned yellowing  management,:       :   5     5
ASKED ABOUT WEATHER INFORMATION,partly cloudy  possiblity of light rain
Attack of Thrips,Spray Neem Solution 20 ml10 Liter of Water
TELL  ME WEATHER REPORT BHILWARA,NO RAIN FALL POSSIBILITY NEXT 5 DAY BUT CLOUDY SKY
GROUNDNUT HELICOVERPA DAMAGE,RECOMMEDNED TO SPRAY IMAMECTIN BENZOYET 90 GRAM  ACRE
SAMPLE FOR TESTING SOIL,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL
tikka in groundnut,tikka in groundnut- spray ridomil gold 25 gm  lt water
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,70    2
peanut disease,spray saaf 2glt of waTER
caterpillar on groundnut,Spray Tracer 30 ml  15 lit of water
Farmer asked about  cultivation   of Ground Nut,- - :- --         - -  -:- -  -    - --  -       -
WEED MANAGEMENT IN GROUND NUT,SPRAY PENDEMETHALIN  25 ML  1 LITER OF WATER FOR WEED MANAGEMENT IN GROUND NUT
Askign about Combined nutrient spray in Groundnut,:     :
collar rot in groundnut,recommended to apply saafbavistinmancozeb-2gmlit of water at base of plant
CUTTING PEST IN TIL,SPRAY MONOCROTOPHOS 36  SL 2 ML LTR WATER
ASK FOR SEED TREATMENT IN GROUND NUT,I SUGGESTED TO GIVE CLOROPYRIPHOS 25 MILI1 KILO SEEDS
groundnut growth,multi-k  5 gram  liter water
Ask about weed control information,tergasupper 35ml15litter pump spray
FERTILIZER DOSE FOR GROUNDNUT,APPLY UREA 25 KG PER ACRE FOR GROUNDNUT
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY 01 GANDHAK KA AML
Groundnut varieties,Groundnut varietiesKADIRI-569
ASKING ABOUT FUNGAL ATTACK ON GROUNDNUT,-
rate of gawar,BHARATPUR  GOWAR 5700
asking about Groundnut season and varieties,Recommended for Groundnut season September- October and varieties: TMV 7 VRI 2 VRIGn 6TMVGn 13
Asking about root grub management for groundnut precaution,:        :   2     40
Farmer asked about fertilizer dose in groundnut,15
TELL ME TIKKA DISEASES IN GROUNDNUT,SPRAY MANCOZIB 2GM  LIT WATER
asking abt the rainfall,ihave give that there is little rain in this two days
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ON GROUNDNUT,Fipronil 5 SC   30
control of root rot,carbendizem 1gmlit
Asked about weed management for groundnut 35 days old crop,:     : 35
Ask about weed control in Ground nut crop,- 5 EC   25
Give information about irrigation in groundnut crop,30
Powdery mildew in groundnut,recommended for spray carbendazim 2gmlit of water
how to control the sukaro in groundnut,Apply mencozeb25gm10L of water
Ask about yellowing of GROUNDNUT seedlings,Ask about groundnut leaf yellow chlorosis problem
TELL ME SOWING TIME OF GROUNDNUT,1 JUN TO 20 JUN SOWING TIME OF GROUNDNUT
Information about weed management in Groundnut crop,45
NUTRIENT MANAGEMENT,RECOMMENDED NUTRIENT DOSAGE 30 KGS OF UREA ACRE
COLAR ROOT IN GROUNDNUT,COLLER ROOT CONTROL IN GROUNDNUT 25 KG TRIGODRMA 100 KG FYM PER HA DRANCHING
PEST CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HECTER WITH IRRIGATION FOR TERMITE CONTROL
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,35    1
Ask about sucking pests problem in Ground nut crop,ppm
GROUNDNUT GROWTH MNAGEMENT,RECOMMENDED TO SPRAY MULTI-K 5 GRAM  LITER WATER
TELL ME VARIETIES IN GROUNDNUT,TG-37CHANDRAM-13
THIRPS IN GROUNDNUT,THIRPS IN GROUNDNUT ---RECOMMENDED TO SPRAY IMIDACLOPRIDTATAMIDA 1ML3 LIT WATER FOR CONTROL OF THIRPS IN GROUNDNUT
TELL ME INSECT CONTROL IN METHI,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
ATTACK OF LEAF BLIGHT IN GROUNDNUT OILSEED CROP,SPRAY CARBENDAZIM 50  WP  1 GMLIT OF WATER
Name of seed sowing machine of Groundnut,Name of seed sowing machine of Groundnut: Hand operated Groundnut planter or seed driller
Ask about Thrips  Larva problem in groundnut  crop,SC               40        ppm
FARMER ASKING ABOUT ATTACK OF BLIGHT OF GROUNDNUT,-
which fertilizere apply  peg formation stage,gypsum use 125kghecter
TELL ME ABOUT WEATHER INFORMATION,TELL ME ABOUT WEATHER INFORMATION
varities,karidi7 karidi8
Asking about Groundnut sowing season and varieties,Recommended for Groundnut sowing season of Purattasipattam September- October varieties: TMV 7 VRI 2 VRIGn 6TMVGn 13
ask informatiob about plant protection in ground nut,I suggested spray 100 gram hirakasi powder and 10 gram citric acid per pump
Groundnut fertilizer requirement,Recommended to apply SSP Urea and Potash
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY SSP 100KGSACRE
TELL ME ROOT ROT CONTROL IN GROUNDNUT,PLS USE CARBANDAZIM-250GMBIGA
TELL ME WEATHAR  INFORMATION,RAIN  FALL IN 5 DAY IN THIES AREA
Farmer asked query on Weather,:THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA  AND CHANCE  OF RAIN
Ask about high yielding  variety of wheat crop,-
Information about stem borer insect control in ground nut,50 wp  1
Asking about leaf miner and leaf spot management in groundnut,Recommended for profinophos 2 ml  Carbendazim 2 gram 1 litre of water
foliar spray for groundnut,recommended for spray borax 3gmlit of water
Farmer asked weed control in Groundnut crop,38  70
TELL ME YELLOW LEAF  IN GROUNDNUT,SPRAY OF ZINK SALFET 5 GRAM BHUJA CHUNA 25 GRAM PER LITER WATER
Asking about Early leaf spot and Thrips management in groundnut,:      : :        5
FARMER ASKED QUERY ON WILD BOAR CONTROL IN GROUNDNUT,RECOMMENDED TO WILD BOAR CONTROL IN GROUNDNUT-GROWING SAFFLOWER CROP AROUND THE FIELDROTTING EGG SOLUTION AND SALOON HAIRS APPLY WILD BOAR ENTRY PLACE
Farmer want to know information about  How to control flower drop problem in GROUNDNUT crop,Recommended for Spray Use Plano fix 4 to 5 Ml at 15 liter of water
FEEROS SULPHATE  DOSE,SPARY-FERROS SULPHATE 40 GRAM IN 15 LIT WATER
TELL ME WHITE GRUB AND ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATIONSPRAY OF FIPROLIN 5  2 LITER PER HA
TELL ME ROOT ROT CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asking about Leaf miner management in Groundnut,Recommended for spray Fipronil 15 ml 1 litre of water
disease,magnesium sulpate  2 gm 1liter
Farmer asked fungus in root control information of  groundnut crop,EC        -
Farmer asked query on Weather,Weather forecast in Bargarh district at Gaisilet block- There is possibilities of very light to no rainfall for next 5 days with partly cloudy weather
Thrips Attack,Spray Karate10ml15 Lit of Water
FARMER ASKING ABOUT CONTROLL OF BLIGHT ATTACK ON GROUNDNUT,-     -
NUTRIENT KI DEFICENCY,KISAN BHAI- MICRO NUTRIENT KI 2 MLLITER PAANI KI DAR SE SPRAY KARE
Asked about plant protection in groundnut,Asked about control of Bihar hairy caterpillar in groundnut:- Recommended to apply Traps the moths by arranging light traps between 7 to 11 PM
groundnut late maturity,recommended for use the plant feed to cattles
TELL ME ABOUT   COLLAR    ROOT  DISEASE    CONTROL IN    GROUNDNUT,250
How to control of deemak in moong phalli,Brodcasting cloropairifos 15 liter with 25 kg dry sand per acre
groundnut thikka leaf spot,recommended to spray  chlorothalonil 2 gram  liter water
Asked about Groundnut sowing season,:         : -
FARMER WANT TO KNOW howTO CONTROL FUNGAL INFECTION IN groundnut CROP,Recommended for spray  HEXACONAZOL 30 ML and  steptrocyclin 1 gram at 15 liter of water
mongfali khodnihai,barsaat ke anusaar khodai kare
Leafs are having brass like spots  finally plants get supressed,Mancozeb  Metaloxyle 2gram 1 Litar water
ASKING ABOUT FERTILISER DOSE FOR g nut,UREA 1 BAG  SINGLE SUPER PHOSPHATE 75 KG  MICRO NUTRIENTS 10 KGACRE
TELL ME ROOT ROT CONTROL IN GROUNDNUT,2
Asking about Alternaria leaf disease in groundnut,:      : :       Tebuconazole   2
TELL ME SUBSIDY ON SOLAR,SUBSIDY ON SOLAR PLANT70 OF TOTAL COST
Farmer asked Irrigation Management details of Groundnut cro,-
THRIPS IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Farmer asked fungus control information of,WP    WP 10-15     Nativo Bayer
Ask about sucking pests problem in crop  Jassid Aphid White Flies,WG   WS               PPM  -
asking about pea nut seed treatment,apply of vitavex  3 gkg seed
farmer had enquired about control measure for sucking pest in groundnut,to control sucking pest in groundnut Spray Actra 5 gm Bavistin 30gm15 Lit of Water
Flower Drop,Spray Boom flower 25ml15lit of Water
Ask about BIO npk application in Ground nut crop,1
Farmer asked query on Weather,WEATHER REPORT:-THERE IS CHANCE OF  CLOUDY WEATHER  NO  SHOWERS IN YOUR AREA
Farmer asked query on Weather,:-                        36       31          4
COLLAR ROT IN GROUNDNUT,SPRAY COPPER OXYCHLORIDE  3GM1LIT WATER FOR COLLAR ROT IN GROUNDNUT
Management of caterpillar in groundnut,recommended for spray of Chlorpyriphos at the rate of 2 ml in 1 litre of water
Asking about Stem rot Control management in Groundnut,:       :     1    20
top dressing fertilizer for groundnut,recommended for apply 21 kg urea 48 kg potashac
FARMER ASKED ABOUT TASPA - Propiconazole 139  Difenoconazole 139 EC - 100 CHEMICAL USES,RECOMMENDED TO USE FOR CONTROL OF LEAF SPOTS
Asking about BSR 2 groundnut yield information,:   2   :   940
Caterpillar Attack-,Spray fame 5ml15 Lit of Water
Root rot in ground nut,RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER
top dressing for groundnut,Recommended for apply urea 25 kg  potash 15 kg  borax 4 kgac
stem rot in groundnut,RECOMMENDED TO SPRAY METALAXYL   200 GM  ACRE
Information about control of Termites in Groundnut crop,Chlorpyrifos 20 EC 1
Ask fir some problem in groundnut,Suggest: Blue copper 40 gmpump AND DRENCHING
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED MANUAL WEEDING
GROUND NUT RUST,MANCOZEB 500GRACR
white grub attack in groundnut,apply phorate 5 kg acre
ROOT ROT IN GROUNDNUT,SPRAY SAAF 2G PER  PLANTOMYCIN 1G PER 1LTR WATER
TELL ME YELLWING CONTROL IN MUNGFALI,ZINC SULPHATE 33 5 GRAM  BHUJHA CHUNA 25 GRAM PER LITER WATER SPRAY
Farmer wants to know information about how to control of fungal attack in Groundnut crop,WP           IP       IP        15
FARMER ASKED QUERY ON IRRIGATION IN GROUNDNUT,RECOMMENDED TO IRRIGATE GROUNDNUT FIELD 20-25 DAYS AFTER SOWING
farmer want to know information about WATER MANAGEMENT in groundnut crop,5  7               4
Asked about nutrient management in groundnut,:      :      2    200
stem rot management of Groundnut,recommended for apply Mancozeb 2g1 litre of water
leaf folder in groundnut,Recomemnded for Spray profenophos 2 ml  liter of water
ASKED ABOUT VARIETIES OF GROUNDNUT,-- - -  -      -    -  -  -     -
Asking about Tobacco caterpillar management in Groundnut,:       :  2
Ask about blank pod Ground nut,100
Asked about plant protection,KARATE  LAMBA CYLOTHRIN 15 TO 2 ML PER LITER OF WATER
Asked about caterpillar management in groundnut,:       :  2   1
mungphalli ki information,Pendimethalin 30 EC  3mlliter paani me mila kar jamao se pehle spray kare
ask about the heliothis in the gnut,I suggested chlorpyriphos
Farmer asked larva control in groundnut crop,SC
NEMATODE IN GROUNDNUT,APPLY CARBOFURAN 3G  8KGACRE FOR NEMATODE IN GROUNDNUT
Asked about plant protection in  ground nut,Suggested to apply  Dimethoate 30 EC  17 mllit water
nutrient management,gypsum 1quintol
CONTROL OF STEM ROT IN GROUNDNUT,APPLY COPPER OXICLORIDE  4 GMLIT OF WATER
farmer want to know information about how to control sucking pest in groundnut crop,imedachlorprid 5-7 ml at 15 liter of water
LEAVES ARE YELLOWISH IN GROUNDNUT,FERAS SULPHET 5 GML WATER
Farmer asked query on Weather,6            10
ground nut fertilizer use cultivation practice,recommended to urea 20kg gypsum 200kg  acre
TELL ME ABOUT BLACK LEAVES  CONTROL IN GROUNDNUT,8   64    2
groundnut nutrient mgt,foliar spray TNAU GROUNDNUT RICH 220 kg  acre
Asking about foliar spray in groundnut,recommended for spray groundnut rich 2 kg  ac
tell me about white grub control in groundnut,SPRAY OF FIPROLIN 5  2 LITER PER HA
FARMER ASKING ABOUT CATTERPILLER ATTACK ON GROUNDNUT,400
ASKING ABOUT DETAILS OF MALEIC HYDRAZIDE,MALEIC HYDRAZIDE
Famer asked  query on nutrient management in ground nut,RECOMENDED TO APPLY GYPSUM  200KG PER  ACRE
Asking about leaf folder in groundnut,:       : :      15
fertilizer management for groundnut,Recommended for apply gypsum 80 kg  borax 2 kg50 cent
FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUNDNUT,RECMMENDED TO SPRAY IMAZITAPYRIMAZAMAXODISSI-40 GRAMS200 LITRES OF WATERACRE
Farmer Asked sucking pests control information of groundnut,SL 6-8
ATTACK OF  SUCKING PEST,Spray Pegasus 25 gm 15 lit of water
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,--            5  25
ask about seed treatment,I suggested quinalfos 25 ml10 kg seed
Alternaria leaf disease IN GROUNDNUT CROP,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
g nut variety,tag 24 western 51
asked about to Information about the amount of zinc in groundnut crop,3
Ask for Groundnut Wilt,I suggest  spray  Mancozeb 30gmpump
Asked about Collar rot management in Groundnut,:      : 2
TELL ME BLACK ROOT DISESE CONTROLL IN  GROUNDNUT,TRICODARMA 25 KG 100 KG FYM HAC
Termite control for groundnut,Recommended for Termite control for groundnut Spray chlorpyriphos 2 ml litre
About Information of Fertilizer in Groundnut crop,- 6       - 8      - 10
WEED MANAGEMENT IN GROUNDNUT,--    1   200
FERTILISER DOSE,APPLY N 8KGP 16KGK 16KGACRE
GROUNDNUT SUCKING PEST DAMAGE,RECOMMENDED TO SPRAY MONOCHROTOPHOS 16 MILLI LITER LITER WATER  NEEM OIL 5 MILLI LITER  LITER WATER
APHID DAMAGE IN GROUND NUT,RECOMMENDEDTO SPRAY DIMETHOATEROGAR   ROGARIN  400MLACRE
Farmer needs information regarding control measures of termites attack in ground nut crop,Recommended for to control of tarFmit attack in ground nut crop plz drench the field with chlorpyriphos mix with 8-10 kg sand for per acre
Plant protection in groundnut,Carbaryl 50 WP 2 gramliter pani me milakar chidkav kare
Farmer asked fungus control information of GROUNDNUT,--          SC -
TELL ME GROWTH IN GROUNDNUT,USE OF ZINK 5 KGBIGHA
ask about fungus problem in Groundnut  crop,WP -
asked about aphids management in groundnut,:         :   2  1
GROUND NUT SOWING TIME,JUNE MONTH -GROUND NUT SOWING TIME
asking about Late leaf spot management in groundnut,recommended for  Carbendazim 2 gram 1 litre of water
FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY ZYPSUM 200 KG ACRE
Information about all types of weed control in urd crop,--            -
ASKING ABOUT DOSE OF  SULPHUR 80 WPWGWDG,SPRAY   SULPHUR 80 WPWGWDG   3 GM  LIT OF WATER
farmer ask about Fertilizer and spray for groundnut crop,-
Ask about Sowing Time And Varieties of  Groundnut crop,-  --
Farmer ask about fungus control information of Groundnut,:
Farmer wants information regarding control of unknown disease of roots and dried leaves in Groundnut Crop,:
groundnut season,Adipattam June  July
fertilizers,urea potashgypsum
varities of groundnut,you can sowing groundnut varities like tpg -41 tg -24
farmer wants to know information about weed control in Groundnut crop,-
fertilizer,gypsum 25kg urea microla
FERTILIZER SPRAY FOR  groundnut,-
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT,DRENCHING OF HEXACONAZOLE 5 EC IN ROOT ZONE
Asked about Groundnut leaf caterpillar management,:     :  50  EC  - 2
herbicide in  grundnut,use persuit
BIKANER MANDI GROUNDNUT RATE,GROUNDNUT RATE 3546 RSQ BIKANER MANDI
ASKING ABOUT GROUND NUT SPRYNING,SPRAY MICROLLA 3015 LITER WATER
How to control of fungal attack in GROUND NUTcrop,Use copper oxy chloride 45 gram and steptrocyclean 2 gram at 15 liter of water
TELL ME CONTROL CHARCOL ROT IN GROUNDNUT,450
Asked about Stem rot management for Groundnut,:      :   5  1          2  1
Ask about seed treatments,kg seeds  for fungus protection
ASKED ABOUT SOWING TIME OF GROUND NUT,SOWING TIME OF GROUND NUT -JANUARY
VARIETIES,SB-11TAG-24
Ask about fungus Problems,WP
demak hai khet me,clorpyriphash   15 iteracar sichai ke paani ke sath de
Ask about fungus problem in Root of Groundnut crop,WP
Asking about Weed management for groundnut,Recommended for spray pendimethalin 1litre dissolve in 200 litre of water acre at 3 day after sowing
sucking pest in groundnut,recommended to apply tatamida or confidor or imidachloprid 1ml in 3 litres of water spray
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUND NUT,SPRAY GRADE 5    2-3 GMML  LIT OF WATER
seed rate of groundnut,seed rate of groundnut - 40kgacre
Asking about sucking pest management in groundnut,recommended for spray Dimethoate 2ml  lit
Farmer wants to know information about Growth Regulator in GroundnutCowpea crop,50      1          05
Information about fertilizer dose in groundnut crop,DAP- 40    - 27
Tobacco caterpillar in groundnut,Recommended for Recommended for spray quinalphos 2ml  lit
