QueryText,KccAns
farmer asked about Fertilizer application in groundnut,Recommended to apply Gypsum  200 kg per acre at flowering stage
asked about nutreint management in groundnut,apply-urea 20kgmop 30kgacre
Farmer asked about irrigation in groundnut,15  20
ASKING ABOUT CONTROL OF COLLAR ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY   COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
weedicide,pendamithilin
ASKED ABOUT ZYPSUM DOSAGE IN GROUNDNUT,SUGGESTED TO APPLY 200 KILOS ZYPSUM PER ACRE
Farmer asked query on Weather,0           14
FERTILIZER SPRAY FOR GROWTH on groundnut,-- -
tell me weathra  information,rain fall in 5 day
TOBACCO CATERPILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
SUCKING PEST IN GROUNDNUT,SUCKING PEST IN GROUNDNUT RECOMMENDED TO SPRAY ACEPHATE 15 GRAMS   LITRES OF WATER
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,2
Farmer asked fungus in root control information of,WP
FARMER ASKED QUERY ABOUT  ON FERTILIZER SCHEDULE IN GROUND NUT,RECOMMENDED TO APPLY UREA 9 KGS AND ZYPSUM 200 KGS ACRE
Asking about Pseudomonas fluorescence applied for Groundnut,:       :
suitable varieties of Groundnut,recommended for groundnut varieties are TMV 7 VRI 2 VRIGn 6TMVGn 13
VARIETIES OF GROUNDNUT,- -  -      -    -  -  -     -
FERTILIZER IN GROUND NUT,USE UREA FOSFATE  5 KILOEKED IN 300 LITER OF WATER
Asking about early leaf spot in groundnut,:        :    5
Farmer asked query on Weather,:        :                 37     25      6
Ground nut leaf hopper management,Recommended for spray Dimethoate 2ml litre of water
grountnut season,june-july
asked about information  groundnut,parshut   use to spray for weed control
WEED MANAGEMENT IN GROUNDNUT,45
growth stop,leosin
fertilizer,Spray Planofix 5ml15 Lit of Water
NO GROWTH IN GROUNDNUT,SPRAY OF ZINC SULPHATE 33 5 GM  UREA 10 GM PER LITER WATER
Asked about  general information,suggestead to contact near agricultural department
Asking about leaf miner  White fly in groundnut,Recommended for spray Dimethoate 2ml  litre of water
weedicide spary for groundnu,spary for parshut
FARMER ASKED NUTRIENT MANAGEMENT OF GROUNDNUT  CROP  IN FLOWERING STAGE,25   15
ASKED  ABOUT TO  INSECT CONTROL IN  GROUNDNUT,25   4
tell me mandi rate groundnut,JAIPUR GRAIN  GROUNDNUT WHITE 4000 rs  q
TELL ME CONTROL OF WHITE GROUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME DISEASE CONTROL IN GTROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
insect attack in groundnut,ap carbafuran 3 G 8-10 kilogramacre ki dar se prayog Karen
ask for fertilizer in gnut,25kg nitro per ha
fertilizer doses,90-120 days
TELL ME CONTROL OF APHIDS IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN GROUND NUT,---RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
Farmer asked about ground nut cultivation period,:      :                                                          :              :                                     -
SEEDS PER ACRE OF GROUNDNUT,SEEDS PER ACRE OF GROUNDNUT--36KG
ASKING ABOUT NUTRIENT MANAGEMENT,SPRAY SAGARIKA  2 ML LIT OF WATER
Ask about   cultivation practises  of groundnut,-  -             -                    -                                                                   -
asking about groundnut leaf caterpillar management,recommended for spray propinofos - 2 ml lit of water
TELL ME LEAF HOOPOUR IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Information about seed rate of Groundnut crop,30 - 35
TELL ME INSECT CONTROL,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
TELL MEN GRUB CONTROL IN GROUNDNUT,30   2
LEAF BURN IN GROUNDNUT,SPRAY RIDOMIL GOLD 500GMSACRE
ask about groundnut variety,- GG   GJG
TELL ME FERTILEZER IN GNT,ZIPSUM 250 KG HA
Farmer asked Spotted bollworm problem in GROUNDNUT  crop,EC
groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg  ac
Information regarding fertilizers dose in Ground nut,Information regarding fertilizers dose in Ground nut100 Kg SSP 18 Kg Urea per acre
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT FOR GROUND NUT,RECOMMENDED THERE IS NO NEED TO SPRAY ANY NUTRIENTS IF THERE IS ONLY 10 DAYS FOR THE HARVEST OF CROP
tell me black root control in groundnut,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
ask abt urea and neem coated urea,suggested proper info
asked about information weedicides in groundnut,pendemithlin spray in groundnut
fertilizer dose,1bag dap  potash  gypsumacre
groundnut tikka,carbendizem 1g per liter of water  planofix 4ml in 16 liter of water
Ask about growth problem in crop,35
Farmer asked Nematode control information of groundnut,1  15      NIMITZ ADAMA
Asked about prevent leaf spot disease in groundnut,:         :  2   1
FERTILIZER APPLICATION IN GROUND NUT,RECOMMENDED TO APPLY MOP-33 KG AND GYPSUM -200KGACRE
Farmer needs information regarding weed control in groundnut in crop,30
Farmer asked Fertilizer dose information of Groundnut crop,90 WDG 3
Asked about Groundnut Top dressing fertilizer management,:     :  47
TELL ME TARMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ask about fertilizer dose in groundnut crop,-
ground nut weedicide,recommended pendimethlin 15ml lt water
Weed management of Groundnut crop,kisan bhai aap khet ki nikai-guwai kare
tell me weather condition in rupnagar dist,no chance of rain
Asked about Groundnut Top dressing fertilizer management,:   :   3     1
Farmer asked Aphid problem in GROUNDNUT crop,SP    SP
ASKED ABOUT CONTROL OF TIKKA DISEASE ON GROUNDNUT,:
Asked about plant protection in groundnut,suggested that to spray carbendazim 1 gram in one liter of water
asked about termite,chloropyriphos 25 lit with irrigation per hectare
mung phalli khodne bali machien leni hai,krashi agro kendra per mile
Farmer asked query on Nutrient Management in,RECOMMENDED TO APPLY ZYPSUM-200 KGACRE
Ask for groundnut heliothis problem,I suggested to spray cypermethrin 10 ml per pump
ask for gnut white grub,gnut white grub chlorpryphos 25litha
Give Information about growth and development groundnut crop,25    8  Humic acid  6 kg
asking about weed management for Groundnut 2 month crops,Recommended for hand weeding
Asked about Bud necrosis management for Groundnut,:        : 2
tobacco caterpillar,Monitor the emergence of adult moths by setting up light andpheromone traps
red caterpillar in groundnut,spray quinolphos 2ml  lit
ASKED  ABOUT  TO INSECT CONTROL IN   GROUNDNUT,5   05
Asked about disease prevention management in groundnut,:     :     20
Farmer need information regarding control measures of narrow and broad  leaf weeds in groundnut crop,--            200
groundnut pest,imidachlopride at 05ml in 1 liter water mancozeb at 2g in 1 liter water
Farmer asked query on Weather,WEATHER REPORT:-THERE IS CHANCE OF CLOUDY WEATHER  SHOWERS IN YOUR AREA
Asking about TNAU Groundnut rich availability,: TNAU     :
attack of sucking pest,Spray Neem Solution 20 ml10 Liter of Water
Asked about leaf caterpillar management in Groundnut,:      :   5 SG 4   10
VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT---
deemak problem in ground nut crop,spray spinosad 45  SC 3 ml 10 litre of water
ask for gnut seed treatment information,i suggested seed treatment with cloropyriphos 25 ml10 kg seed
ROOT PROBLEM OF GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
TELL ME BLACK ROOT DISEASE CONTROL IN  GROUNDNUT,APPLIED BAVISTIN 250 GM BIGHA  WITH IRRIGATION WATER
Farmer asked fungus control information of,4    WP -
groundnut varieties,groundnut varieties--jl-24 westrann-44
asking about spacing for groundnut,recommended for spacing of 30 cm between rows and 10 cm between plants
Asked about powdery mildew management in groundnut,:     :      5
about water management in ground nut,recommended spray urea 5-10 gramslitre
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUNDNUT CROP,15
FARMER ASKED ABOUT NUTRIENT MANAGEMENT ON GROUNDNUT,25
groundbnut tikka,mancozeb 2g perliter of water
FERTILIZER IN GROUNDNUT AFTER 1 MONTH OF SOWING,FERTILIZER IN GROUNDNUT AFTER 1 MONTH OF SOWING : APPLY SINGLE SUPER PHOSPHATE  100 KG  ACRE
TELL ME INSECT CONTROL IN GROUNDNUT,15
TELL ME ROOT ROT DISEASE CONTROL IN  GROUNDNUT,CARBANDAJIM 250GRAMBIGHA  HEXAKENAJOL 1MLLITER SPRAY
TELL ME CONTROL BLACK ROOT IN GROUNDNUT CROP,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
termites in groundnut,recommended to apply chloropyriphos dust -6kg per acre
Ask about groundnut leaf yellow chlorosis problem,50
fertilizer dose for groundnut,advised to apply 30 kg sulphate of potash per acre
asking about Groundnut seed treatment information,Query : asking about Groundnut seed treatement information Answer : Recommended for apply Pseudomonas fluorescens  10 gkg seed  or  Trichoderma viride  4 g  kg  seed
TELL ME STEM ROT  CONTROL IN GROUNDNUT,SPRAY  OF CARBENDAZIM 2 GM PER LITER IN STEM ZONE
WEATHER REPORT,WEATHER REPORTCHANCE OF RAIN 50
gnut root wilt control,give drenching carbandazim 25 gmpump
how to control weed in groundnut,apply handweeding only
GROUND NUTS  VARIETIES,-88 -24  -5
TELL ME DISEASE CONTROL IN GROUNDNUT CROP,50   1
ROOT ROT MANAGEMENT,ROOT ROT MANAGEMENT:RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
TELL ME ABOUT YELLOWING CONTROLE IN TIL,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,-   -- -
how to control fungal disseses in peanut,spray 2 gm Bavestin  per litre water
asking about Vellore today weather Report,Recommended for Vellore Today No Rain Fall 00 mm
Fertilizer,Apply Gypssum
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT SKY CLOUDLY
powdery  mildew,nustar 5 ml15 ltr water
ask abt tal in avrity,Gujarat tal-3
Groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
POD FILLING IN GROUNDNUT,APPLY GYPSUM 100 KG IN 1 ACRE LAND FOR GOOD POD FILLING OF GROUNDNUT
Ask about Thrips  problem in groundnut  crop,SC                  40        ppm
TELL ME NUTRIENT MANAGMENT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Ground nut caterpillar management,Recommended for spray Profenophos 50  EC 2 mllitre of water
mung phalli me kharpatvar ki jankari,spray of- Pendamethlin33 literha
CATERPILLAR,SPRAY OF QUINOLPHOS
Asked about  pest management in    ground nut,QUERY ESCALATE
For prevention of gram pod borer,Recommended to spray Carbofuran 3G  8 - 10 kg per 1 acre of land during last ploughing for prevention of gram pod borer
ASK ABOUT GJG32 GROUNDNUT VARIETY,-           -
WEATHER CONDITION IN ETAH,CLAUDEY WEATHER CHANCE OF LIGHT RAINFALL
ground nut sowing time,ground nut sowing time nov - dec 15
WEED MANAGEMENT IN GROUNDNUT,SPRAY DINAMAZ  18 ML  15 LITER OF WATER FOR WEED MANAGEMENT IN GROUNDNUT
TELL ME WEED CONTROL IN GROUNDNUT,IMEJATHAIPAR 10 100 GRAMHECTAR SPRAY
stem rot in ground nut,recommended to spray saaf  2g1 lit water for stem rot in ground nut
Asking about white grub management in groundnut Hibiki 50EC,:    :     2
FERTILIZER FOR GROUNDNUT,FERTILIZER FOR GROUNDNUT  - 1841  JIPSAM 1 BAG ACRE
INFORMATION  REGARDING TO WEATHER IN HISAR,SOME CLOUDS NO RAIN FALL TODAY
mung phalli information,Dear farmer use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field
White fly management  in groundnut,Recommended for spray dimethoate 2 ml  neem oil 3 ml  litre of water
WEED MANAGEMENT IN GROUNDNUT CROP,KISAN BHAI APP APNI FASAL KI HATH SE NIKAE GUDAE KARE
Farmer asked query on Weather,:   -     : :            31  C    24 C     6
Ground nut leaf miner,Recommended for spray profenophos 2 ml Teepol 1 mlliter of water
Attack of  Downy,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
Asked about groundnut leaf caterpillar managment,:     :     3     1
Leaf Caterpillar management in groundnut,Recommended for spray profenophos 2 ml  litre of water
ask for gnut red leaf control,I suggested to sprey carbandazim 25 gmpump
ATTACK OF APHIDS,Spary Dimethoate 15 ml15 liter water
fertilizer dose for groundnut,advised to apply 30 kg urea and 20 kg potash per acre
moog fali me deemak ki samasya hai,regent 8-10 ekar neem oil ka spray kare
termites problem in groundnut,bubairiyabaisiyana  25 kilo gram lekar 75 kilo gram gobar ki khad me mila kar antim jutai par milaye
asking about groundnut basal fertilizers,recommended for apply DAP - 50 KG acre
GROUND NUT POD BORER,RECOMMENDED TO MISSILE 100GMACRE
ATTACK OF CATERPILLAR,SPRAY  PROFEX  SUPER----20 MLIN 15 LIT OF WATER
groundnut leafcurl,spray emidachlopride 1mllt of water
ask about variety for ground nut,suggested gg-20
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
management of groundnut tobacco caterpillar,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  100 GM ACRE
asking about fertilizers after 60 days,i have suggested can  amonium sulphate
Farmer asked query on Weather,THERE IS CHANCE OF CLOUDY WEATHER  SHOWERS IN YOUR AREA
Attack of Aphids,Spray Rogar 15ml15 Liter of WaterDimethoate
TELL MEROOT ROT DIEASE CONTROL IN GROUNUT,USE CARBENDAZIM 2 GM PER KG SEED
ask about groundnut problem,I suggest imidacloprid 5 ml in 10 liter water and spray
Farmer asked query on Weather,:   -     : :            37  C    25 C     7
Bihar hairy caterpillar  in groundnut,recommended for the spray Dichlorvos 2mllit of water
TELL ME NUTRIENT MANAGEMENT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer Asked sucking pests control information of Groundnut,WP 35
TELL ME EFFECTED BY TERMITE,SPRAY OF FIPROLIN 5  2 LITER PER HA
Powdery Mildew Attack IN GROUND NUT,Spray Bavistine 30gm15lit of Water
groundnut seed rate,groundnut seed rate -100 kg ha
ask for fungus problem in gnut,Blue copper 40 gmpump AND DRENCHING
groundnut,nuvan  acephate
ASKED ABOUT TO  INSECT CONTROL IN SOIL TREATMENT,06   6-7
how to control  of fungal attack,coper oxychloride 45 gram and 2 gram streptocyclin  are use
CONTROL OF ROOT ROT IN GROUNNDUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Asked about root rot in groundnut,:       :   1     20
Asked about plant protection in Groundnut,Suggested to spray  05 ml Imidachloprid 178 SL in a lit water
CONTROL OF APHIDS IN GROUND NUT,SPRAY DAICHLOROVOS075MLLIT 0F WATER
attack of caterpiler,Spray Quinolphos 30 ml15 liter of water
Weather information,apke kshetra me es saptah 7 july tak badal bane rah sakte hai aur barsh ki koi sambhavna nahi hai
mungfali me kharpatwar ho gaya hai,aap mungfali me nirai-gurai karwaye
farmer want to know information about How to control of fungal attack in groundnut crop,spray mencojeb  carbandazim 40 gram and steptrocyclin 2 gram at 15 liter of water
Groundnut seed treatment,Recommended for apply Pseudomonas fluorescens  10 gkg seed
asking about groundnut seed rate,recommended seed rate : Use 50 kg  ac of kernels Increase the seed rate by 15 in the case of bold seeded varieties
asking about Aphids and Leaf caterpillar management in Groundnut,:            :  2     3     1
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN MAY BE NEXT 5 DAYS
ask about groundnut growth information,ground nut
Information about dose of gypsum in groundnut crop,100
Ask about registration,Registration successfully
FARMER ASKED ABOUT ATTACK OF WILT IN GROUNDNUT CROP,Propineb  30
asking in succking pests affected in groundnut,ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
G NUT  BLIGHT,CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
Farmer asked query on Weather,:   -      : :            32  C    22 C     6
Red spider mite management in groundnut,Recommended for spray Dicofol 2 ml  1 litre of water
asked about weed management in groundnut,weed management in groundnut - spray pursut after one month of sowing
AFTER 2-MONTHS,100Kg GYPSUM PER ACRE
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-BAWSTEE 250GMHAC
Farmer asked seed treatment of white grub control  Groundnut,30  FS 30
Farmer asked query on Weather,:           :       -8
ASKED ABOUT TO  NUTRIENT MANAGEMENT,5    10
ASKING ABOUT VARIETIES OF GROUND NUT,-
ground nut sucking pest,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
WEEDICIDE,BUTACHLOR1KGHA
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT CROP,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
ask for chlorosis disease in gnut,spay ferrs sulphate 100 gm  citrus acid 20 gm per pum
Farmer asked query on Weather,:   - T     : :             36  C    26  C     5
Ask about weed control in Ground nut crop,-  EC  30        patelairis
weed managemt in groundnut,application of emazethapyr 10 SL 200 ml per acre
GROUND NUT PODBORER,PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
GYPSUM APPLICATION,GYPSUM APPLICATION  -200 KG PER ACRE
FARMER ASKED ABOUT ATTACK OF SUCKLING PEST ON GROUNDNUT CROP,--
varities of groundnut,you can take groundnut varities tpg -41 for sowing purpose
Farmer asked fungus in root control information of ground nut crop,WP 25-30   pump
CHEWING PEST IN GROUNDNUT,SPRAY TRIAZOPHOS  25ML1LIT WATER FOR CHEWING PEST IN GROUNDNUT
ask about  control of sucking pest white fly,i suggested spray triazophos 15 mili 10 li Water
varieties,sb-xijl-24phule pragati
Asking about kadiri 1812  groundnut variety sowing season  characteristics information,Query: Asking about kadiri 1812  groundnut variety information Ans:recommended for  rabi season rich in oil content
Farmer asked query on Weather,41       13
TELL ME BOUT DISEASE IN GROUNDNUT,USE OF IMIDACLOPRID  250 MLBEEGHA IN GROUNDNUT
TELL ME WEATHER INFORMATION OF JODPUR DIST,NO RAINFALL NEXT FIVE DAYS
groundnut,m-5 and neeem oil
TELL ME CONTROL OF INSECT IN SOYABEAN,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Asking about Rodent and squirrel control in Groundnut,:    : :    bromadiolone
Red hairy caterpillar in groundnut,Recommended for spray dichlorovas 2 ml litre
Farmer asked Jassid Problem in cotton crop,SP
Asked about seed treatment for groundnut crop,:     :    4      10
ask about groundnut plant growth and fertilizer,--
Asking about groundnut TNAU foliar application,:     :   200    6
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,70   5    2
APHID ATTACK IN GROUND NUT,RECOMMENDED TO SPRAY IMIDACLOPRID  1ML 3 LIT OF WATER FOR APHID ATTACK IN GROUND NUT
THIKKA LEAF  SPOT IN GROUND NUT,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
Asking about Fish Acid Foliar Application,:      : 10   200
BLIGHT ATTACK,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
groundnut basal  fertilizer recommended,recommended for the fertilizers  : DAP 43 kg gypsum  75 kg acre
