QueryText,KccAns
asking about black gram TNAU foliar application,Recommended for spray pulses wonder 2kg  ac 200 litter of water
tell me low growth of groundnut,8 kg urea 3 kg micronutrient per bigha with irrigation
ASK ABOUT LAVAE IN GROUNDNUT CROP,10    5   8 ML
Asked about plant protection in,Suggested to spray SAAF :- bavistin  mancozeb 2gmlit of water
Information about seed treatment of ground nut,4
GROUND NUT VARITIES,K-134 CHINTAMANI-2
ask about gnut variety,I suggested to GG-20 gnut variety
ground nut leaf eating caterpillar,recommended to spray thayodicarb  300gm  acre
Farmer asked weed control in crop     -,-- 9  EC    -    -
Asking about Foliar nutrient application for Groundnut,:    :  2   2  1           5
Farmer asked Larvae and Sucking pests control information of groundnut,magfali          126    95  ZC
fert,urea ssp zypsum
Weather information,pure saptah halki barish hone ki sambhawna hain
Attack of White Grub in groundnut,Attack of White Grub in groundnut : Drenching of Chloropyriphos 40 ml  15 lit of water
sowing season for groundnut,recommended for sowing at September-october
Weed Control in Jhansi,aapke yhan es sptah bearish hone ke aasar bne huye hai
INFORMATION REGARDING SEED RATE OF GROUNDNUT,I TOLD THE KISAN SEED RATE OF GROUNDNUT:-38- 40 KG PER ACRE
Groundnut,Groundnut-Phule pragati
Asked about plant protection ingroundnut,Suggested to spray         chlorothalonil       05g lit of water
ask abt fungus,i suggested 25 gm bavistin  pamp
Asking about variety of groundnut,-                    -
leaf folder in gnut,recomended tracer 3ml10lit water
Asked about plant protection in  groundnut,Suggested to spray and drench with COC at 3 gram per litre with 05 gram streptocyclin
TELL ME TERMITE CONTORL IN GROUNDUTE,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
root grub problem,phorate application 3kg 1acre
root wilt control,drenching carbnandazim 25 gmpump
FERTILIZER,0:52:34
ask about gj 32 groundnut variety,-           -
TELL ME CONTROL OF WHITE GURB IN GROUNDNUT CROP,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
sucking pest in groundnut,recommended for spray dimethoate  2ml  neem oil 2ml  teepol lit of water
Ask about seed treatments of fungus Problem,-10 kg seed
tell me weed control of groundnut,not spray for weed control
Farmer asked query on Weather,:   -      : :            31  C    23  C     6
TELL ME CONTROL CHARCOL ROT  IN GROUNDNUT,400
farmer asked query on nutrient management in groundnut,-RECOMMENDED TO APPLY CALCIUM NITRATECN- 25- 50 KGACRE
Farmer Asked sucking pests control information of Groundnut crop,WG   WS 8      ii
ASKED FOR THRIPS ATTACK ON GROUND NUT,THRIPS ATTACK ON GROUND NUT-Spray profenophos 30 ml 15 liter of water
information regarding how to control of termite in groundnut,12    20
Asking about Red spider mite control management in Groundnut,:     :  3   1
ATTACK OF APHIDS,SPRAY   ASTRA 5 GRAM IN 15 LITER OF WATER
Termite infestation in Groundnut field,Termite infestation in Groundnut field  Recommended to incorporate Chloropyriphos 15  DP  10 kg per 1 acre of land
ASKING ABOUT WEED CONTROL IN GROUNDNUT,SPRAY OF PARSUT FOR WEED CONTROL
asking about Leaf caterpillar and aphids management in Groundnut,:          :  2     1    1
RUST IN GROUNDNUT,RUST IN GROUNDNUT-SPRAY MANCOZEB 75WP 3GM1 LITRE WATER
Asking about leaf minor management in groundnut,:       :   2
HERBICIDE FOR GNUT----,HERBICIDE FOR GNUT---- PENDAMETHALI
Farmer want to know information about fertilizer  schedule in groundnut crop,25
Farmer asked query on Weather,:   -       : :            37  C    26 C     5
Ask about weed control information in Groundnut  crop,40
TELL ME CONTROL BLACK ROOT IN GROUNDNUT CROP,BAVISTIN 250GM PER BIGHA WITH IRRIGATION
Farmer asked fungus control information of  groundnut crop,EC -               25
alternaria leaf spot in gnut,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER
pest control of groundnut,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
groundnut aphid  helicoverpa damage,recommended to spray monochrotophos 16 milli liter  liter water
Asking about variety of Groundnut,Chandra Uttarksha Amber Kaushal G01 can choose any one
TELL ME GROUNDNUT RATE OF JASELMER MANDI,NOT COMING
SOWING PROCESS OF GROUNDNUT,RECOMMENDED FOR SPACING ROW-ROW-30CMSEED-SEED 10CMADVISE FOR BACTERIA CULTUREAPPLICATION OF FERTILIZER PER 1 AC
pest,Dimethioate 15 ml  1 liter
Groundnut Yellowing,Groundnut bavistin 30 gram  15 liter of water
fertilizer dose for groundnut,apply DAP 1bagacre
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG COW DUNG
TELL ME BLACK SPOT CONTROLE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer asked Larvae and Sucking pests control information in Groundnut crop,35
TELL ME BLACK ROOOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
ASKED ABOUT TO DISEASE CONTROL INGROUNDNUT,70   250       -
FARMER ASKED ABOUT SUCKING PEST ATTACK CONTROL ON GROUNDNUT CROP,-    WG- 7
jassids damage in groundnut,recommended to spray dimethoate 400 milliacre
how to control weeds of groundnut,Pre emergence application of Simazin 1-125kghac
Farmer asked about attack of rodent in groundnut,Use of Zink Sulphate Tablet
Farmer want to know information about varieties of groundnut,-    -   -  -  -  -
Farmer needs information regarding control measures of soil insects in groundnut crop,-
TELL ME UPCHAR IN GROUNDNUT,2 GRAM POWDER  8 ML CLOROPIROPHOSE PAR 1 KG SEED UPCHAR
CONTROL OF CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY DICHLORVOS 76 EC   15 ML  2 LIT OF WATER
Farmer asked fungus in root control information of,WP        SAAF powder
groundnut me deemak lag rahi hai,cloripayriphas 25 lithac ka prayog karo
Sucking pest problem in groundnut crop,Recommended to spary Acephate 300 gracre
fertilizer for groundnut,- -
ask for gnut fungus problem,sugest:bavistin 30 gmpump
TELL ME ABOUT PLANT PROTECTION OF GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
tell me varity of arandi,VARIETY OF CASTOR RHC 1 GCH 4 GCH 5 GCH 7
groundnut plant protection,Confidor-2mllit
Ask about groundnut leaf yellow chlorosis problem,15
urea ka spray,2 kg urea  100 liter paani me ghol kar spray kare
variety of groundnut,variety of groundnut  sb 11  Tag  24
LEAF SPOT,MANCOZEB 25GL
ASKED ABOUT TO TERMITE CONTROL IN GROUNDNUT,50   15
Asked about sunflower sowing season  duration,:     :     -     -     -     -
Asked about Plant protection in groundnut,--Recommended to spray Dimethoate 30EC - 15 ml per litre of water
Farmer asked fungus control information ofGROUNDNUT CROP,wp
Attack of White Grub,Drenching of bivheria basiyana  80 gm  15 lit of water
ground nut fertilizer management,recommended to apply urea 9 kg  gypsum 200 kg acre
deepth of seed in groundnut crop,deepth of seed in groundnut crop- 5-75 cm
Farmer want to know information about how to control of Aphid attack in Groundnut crop,178 5-7ml
Farmer asked Thrips control information of groundnut crop,SC
Asked about Wilt  Attack,-30
Asked about the spray for the sucking pest in Groundnut,Recommended to spray Imidacloprid 178 SL- 05 ml per lit water for sucking pests
asking abt  gnut wilt,i have suggest m-45
ground nut leaf eating caterpillar,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
TELL ME TERMITE CONTROL IN GROUNDNUT,USE FIPRONIL 5  EC 2 LITER PER HA WITH IRRIGATION
Asked about plant protection in groundnut,Suggested to Spray:-Profenophos  2mllit of water
TELL ME ABOUT PEST CONTROL IN GROUNDNUT,50   5   2
catterpiller attack,spray  karate 10 ml 15 lit water
TELL ME BLACK LEAF CONTROLE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer asked query on Weather,33          14
Farmer asked fungus control information of GROUNDNUT CROP,EC -
Information about Groundnut varieties,-2437
FARMER ASKED ABOUT FERTILZER SPREY FOR  GROUNDNUT CROP,-- - -
Termite in ground nut,Seed treated with clorpayrephos  65 ml  kg seed
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAMS 1 LITER OF WATER    2
asked about control of sucking pest on groundnut,30 -      WP-
How to control of deemak in mungphalli,brodcasting cloropayrifhos 2 liter with 30 kg dry sand par acre
ASKING ABOUT CONTROL OF CATERPILLAR IN GROUNDNUT,SPRAY CHLORPYRIPHOS 20 EC  25 ML  LIT OF WATER
WANT TO KNOW ABOUT PROCESS OF BETTER QUALITY IN GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER
farmer asked query about on peanut  bud necrosis management in ground nut,mancozeb 400 gmacre
spacing for groundnut,spacing for groundnut : 30cmX15cm
Asked about rose colour groundnut varieties,:      : ALR 3 VRI 2 VRI 3 VRIGn 6 VRIGn 7
Information about Irrigation in Groundnut Crop,2  3                                                   2-3
TELL ME MICRO NUTRIENT DEFIENCY IN PADDY,5 GRAM ZINK SULPHAT  25 GRAM CHOONA PAR LITER WATER SPREY
Farmer asked about fertilizer dose for groundnut,200
FERT DOSE FOR GNUT AT THE TIME OF SOWING,65 KG SUFLA  65 KG UREA PER ACRE
tobacco cateroillar control in groundnut,recommended for spray profenophos 2 ml  lit of water
Farmer ask about attack of sucking pest on Groundnut,15
asked about sucking pest in gnut,20
ask about root wilt in gnut,suggested bavistin 20 gm per pump
ground nut iror defeciency,recomanded to spray ferrous sulphate 20gramliteracre
pest repellent spray of paddy,recommended for spray Azadirachtin 3ml1 litre of water
TELL ME GROUNDNUT VARITIES,GROUNDNUT VARITIES  M-13TG-37 A
ASKED ABOUT TO ABOUT WEED CONTROL IN GROUDNUT CROP,40
For better yield in Groundnut,Recommended to spray Fantac Plus 1ml in 2litres of water at the time of flowering for better yield in Groundnut
fertilizer,-----:: ---     ---       30   15
leaf curl in cotton,spray methyldemeton 2ml  lit
Attack of Sucking Pest,Spray Actra 5 gm     redomil gold 30 gm 15 Lit of Water
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,4  5
TELL ME VARITIES OF GROUNT,VARITIES OF GROUNT-CHANDRAJAYOTI
Information regarding seed treatment in moongphalli,Seed treatment of mungphalli - 3 gm thairam per kg seed
Asked about Root grub management in groundnut organic,:      :   2     40
fertiliser management in groundnut,50 kg sufla  50 kg ssp
After 30 days transplanted groundnut crop which fertilizer use,-
peanut bud necrosis,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
TELL ME SEED TREETMENT OF GROUNDNUT,THIRAM 3 GM  KGTRIODRMA 6 GM  KGCLOROPYRIFOS 5 ML KG SEED
moongfali ki prajati ki jaan kari,jyoti chitra Chandra kausal
farmer asked about post emergent weed management in ground nut,recommended to go for manual weeding
Asked about groundnut basal fertilizer management,Recommended for apply DAP 50kg15potash   acre
asking about drip irrigation sytstem in gnut crop,provided details about it
late leaf spot in ground nut,recommended to spray carbendazim 200gramacre
AVILABILITY OF AZATOBACTERIA,CONTACT-STATE SOIL TEST LAB SAHEEDNAGARBHUBANESWAR
ground nut mite management,RECOMMENDED TO SPRAY DICOFOL 1 LITRE  200 LITRES OF WATER ACRE
TELL ME WHITE GROUB  CONTROL IN GROUNDNUT,25   4
Asked about weed management on groundnut,At this stage of crop herbicides application is not recommended so carry out hand weeding
Farmer asked about nutrient management in groundnut,RECOMMENDED TO SPRAY CALCIUM NITRATECN- 1KGACRE200LIR OF WATER
FERTILIZER INFORMATION,HUMIC ACID SPRAYING
fungus attack of groundnut,Drenching  spray carbandazim  mancozeb 30gm 15 liter of water or spray benomile 2gm per liter of water
Weed in groundnut,Recommended to spray Fenoxaprop-p-ethyl 93 EC    300 ml per acre to control Weed in groundnut
Farmer asked query on Weather,11
tobacco caterpillar in groundnut,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
POWDERY MILDEW INFECTION ON GROUNDNUT,spray WETTABLE SULPHUR 2gm per litre water
moongfali  ki kheti  ke  kheti ke  barein me,chitra Chandrakaushal
Farmer asked about nutrient in management in pea nut crop,52 34
Attack of Sucking Pest,Spray Actra 5 gm15 Lit of Water
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN,RECOMMENDED TO SPRAY AGROMIN MAX 3 GRAMS 1 LITER OF WATER
Asked about biozyme application for groundnut crop,:     :    2
FARMER ASKED QUERY ON WATER  MANAGEMENT IN GROUND NUT,RECOMMENDED TO GIVE FIRST IRRIGATION TO GROUND NUT IN 20-25 DAYS AFTER SOWING
tikka leaf spot in groundnut,tikka leaf spot in groundnut: RECOMMENDED TO SPRAY CARBENDAZIM  200 GRAMS PER ACRE
VARIETIES OF GROUNDNUT,GG-20HNG-10CHANDRA
TELL ME GROTH OF GROUNDNUT,UREA 15 KG BIGHA DRENCHING WITH IRRIGATION
PLANT PROTECTION RELATED QUERY,-2              - 25 ML
moogfali  ki jankari  ke liye,carbndazim 50 ka 25g li ka spray kare
TELL ME ABOUT WHITE GRUB CONTROL IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
VARIETY IN CAULIFLOWER,VARIETY IN CAULIFLOWER-HIMANISHWATISUMER KING AND SOWING
TELL ME CONTROL  YELLOW LEAF COLOUR IN GROUNDNUT CROP,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Asking about tobacco caterpillar management in groundnut,:       :   60  3   10
Farmer needs information regarding control measures of soil insect in ground nut,Reccomonded: Apply phorate 10G  125kghac or
mungfali ka bhao kya hain,jankari nahi di gai
asked about the seed treatment of g nut,I suggested thiram 3 gram per 1 kg seed
Groundnut top dressing fertilizer management,recommended for Apply gypsum 80 kg  ac
INSECT PROBLEM IN GROUNDNUT,Dear former use to Monocrotophos 36 SL 2mlliter water splash in the ground field
CONTROL OF ROOT ROT IN GROUNDNUT,TRICHODERMA VIREDE
asking fertilizer after 25 dats,suggested urea
Insect control of groundnut crops,Kisan bhai moongfali me quinalphas 25 EC 2 mlliter pani ki dar se spray kare
Asking about sucking pest and early leaf spot management in groundnut,Recommended for spray Carbendazim 2 g  dimethoate 2 ml sticking 05 ml litre of water
TELL ME LEAF CURUL CONTROL IN CHILLIES,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
ASKED FOR GROUNDNUT VARIETY,GROUNDNUT VARIETYTMV - 2 JL 24
tell me about insect control in groundnut,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
LOW GROWTH OF GROUNDNUT,8 KG UREA 3 KG MICRONUTRIENT PER BIGHA WITH IRRIGATION
RUST IN GROUNDNUT,RECOMMENDED TO APPLY MANCOZEB 75WP 3GM IN 1 LITRE WATER TO CONTROL RUST IN GROUNDNUT
Asking about powdery mildew in mustard,Spray saaf 2gmlit of water  3 sprays at 5 days interval
FARMER ASKED ABOUT WATERMANAGEMENT IN GROUNDNUT,-
seed treatment in groundnut,Recommended for groundnut seed treat with Trichoderma viride 4 gkg seed
groundnut top fertilizer management,recommened for apply gypsum 75 kilo  acre
FARMER ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,10
ASKED ABOUT TO SEED REEATMENT IN GROUNDNUT,30 fs 10ML
Farmer asked weed control in Groundnut crop,387 70
ask abt fungal problem,suggested seed coat thiram or captan 3 gm1 kg seed
COLLOR ROG IN GROUNDNUT,300 GRAM CARBANDAZIM PAR BIGHA DE DE
TELL ME SEED UPCHAR IN GROUNDNUT,KARBANDAZIM 2GRMA  CLOTHOANIDIL 5 ML
Asked about ground nut  pre emergence weed management,:       :    1   200        3
Asked about groundnut nutrient management,Reommeneded to apply urea - 25 kg  poatash 10 kg acre
TOBACCO CATERPILLAR DAMAGE IN GROUND NUT,RECOMMENDEDTO SPRAY SPINOSAD 75 MLACRE
APHIDS ON GROUND NUT,Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova
TELL ME ROOT DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asked about sowing season for bhendi and groundnut,:       :  -
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,5   2         250
TELL ME CONTROL PEST IN GROUNDNUT,SPRAY DIEMETHOYATE 30EC 2MLLITER WATER
SUCKING PEST,SPRAY ROGAR
FARMER ASKED QUERY ON CN KISANGOLD SPRAYING IN GROUNDNUT,RECOMMENDED TO ALREADY YOU HAVE APPLAIED UREA AND ZIPSUM UREA HAVE - N  AS WELL AS ZIPSUM HAVE - CALCIUM  AND SULPHURSO NOW NOT NEED TO APPLAY CN KISANGOLD
groundnut leaf spot,spray mancozeb  metalaxil 2glt of water
TELL ME FANGUS CONTROL OF GROUNDNUT,SPRAY OF CARBENDAZIM 250 GRAM PER BHIGA FOR GROUNDNUT
Asked about groundnut leaf feeder management,:    :  2   1
leaf spot in groundnut,spray SAAF  2 gm  liter of water for leaf spot in groundnut
Ask about groundnut leaf yellow chlorosis problem,1-15
Asking about leaf folder in Groundnut,Recommended for spray chlorpyriphos 2ml  lit
Ask about fertilizer dose in castor,-              -
groundnut ki variety,VRI 2 VRI 3TMVGn 13
SOWING TIME GROUNDNUT,1 JUN TO 15 JUN SOWING TIME
information about insect control groundnut crop,20  EC 125
Asking about Imazethapyr and MN mixture fertilizer application days interval information,:            :3
How to control Tikka Disease in ground nut,Spray of mencozebDithen m 45 30 grampump of crop for control its
TELL ME ABOUT NEMETODE CONTROL IN  GROUNDNUT,3
caterpillar in groundnut,spray chlorpyriphos 2 ml  lit of water
TELL ME  PEST CONTROL IN  GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
fertilizer,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
weed management for groundnut,recommended for the spray   Imazethapyr 300mlacre
Farmer asked query on Weather,36            32
leaf folder in groundnut,- chloripyriphos 2mllit
TELL ME CONTROL TIDDI DAL,-
ground nut mandi rate,4600rs in bangalore
Information about seed treatment in Groundnut,5
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5  DAYS
Ask about Fertilizer Application in Groundnut,GR 2
Asking about Groundnut new released variety information,:     :  50       58
Asking about top dressing fertilizer application for groundnut,:      :  80     2
ASKED ABOUT TOTERMITE CONTROL IN,178   1
TELL ME WEATHER INFORMATION,MAY BE RAIN POSSIBILITY  TODAT
ASKING ABOUT ATTACK OF SUCKING PEST ON groundnut,-
Groundnut root grub,Recommended for apply Neem cake 50 kg acre
TELL ME ROOT ROT CONTROL IN ONION,USE CARBENDAZIM 250 GM PER BIGHA
fertilizer dose groundnut,apply dapgypsum
TELL ME YELLOW SPORT IN MOONGFALI,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
STEM ROT IN GROUNDNUT,STEM ROT IN GROUNDNUT- SPRAY SAAF 2GM   PLANTOMYCIN 1GM PER 1 LITRE WATER
TELL ME SULPUR DEFICIENY CONTROL,SPRAY OF WETTABLE SULPHER 80  WP 2 GRAM PER LITRE WATER
FARMER ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,5   1-15    3
farmer want to know information about How to control of Stem rot in Groundnut crop,40       2    15
Information about treating peanut seeds,Carbendazim 12Mancozeb 63WP 2 gm
TELL ME   WHITE  GRUB  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Gram hairy caterpillar pod borer in ground nut,Recommended to spray syngenta Simodis 18 ml per 15 L of water to control Gram hairy caterpillar pod borer in ground nut
PLZ TELL ME CONTROL OF CATERPILLER IN GN,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
water management,information give
Asked about sowing season varities yield and other crop details,Grow resistant cultivars like KCG - 2Chintamani - 2
grounnut root nematode,apply carbofuron 3 kg  acre
Ground nut stem rot Management,Recommended for Drenching with Carbendazim 2 g lit of water
leaf eating catterpiller  of ground nut,RECOMMENDED TO SPRAY SPINOSAD 75 MLACRE SPRINTER  TRACER 200L WATER
