QueryText,KccAns
ROOT GRUB MANAGEMENT,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITRE  OF WATER   6   1
SUCKING PEST OF GROUNDNUT,SPINOSAD 75 MLACRE SPRINTER  TRACER  200 L WATER
Farmer asked larva Problem in crop,SC 7-8
Farmer asked query on Weather,4                4
--TELL ME ABOUT ROOT ROT CONTROL IN  GROUNDNUT,250
how to control  Jewel beetle of ground nut,apply phorate 4kg acar
asked about weedicide,quazalofof ethayle  10 ml  15 lit  of water
TELL ME ROOT ROT CONTROL IN  GROUNDNUT,250
TELL ME FOR CONTROL OF WHITE GRUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
asking about groundnut sowing season and varieties,recommended for  groundnut sowing season Adippattam July-Augustand varieties TMV 7 VRI 2 VRIGn 6TMVGn 13
Ask about Fertilizer application in Groundnut crop,--  -
Mungphali me dimak ka prkop hai,Klorpayiphas 20EC 1 litreacre me pryog karen
weed garminet,spray daimethoet1mlliter of water
Fertilizer spray,Spray Microlla 30 ml15 Lit of Water
TIKKA IN GROUND,KARBANDAZIM 12 MENKOZEB 63   2 GRAM PER LITER WATER SPREY
top dressing for groundnut,apply gypsum 80kgac
TELL ME PLANT PROTECTION IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA
Asking about Groundnut leaf miner management,:    : :       15
preventive measures for controlling sucking pest on groundnut,spray neem ark 30 ml  15 liter of water for controlling sucking pest on groundnut
Asked about Plant protection in groundnut,Suggested to spray Carbendazim at 1 gram per liter water
Weather-related information,rain is expected in June 30 aur 1 july
Ask about variety of Ground nut,--
Farmer asked larvae control information of Ground nut,SC
black mildew,ridomil gold 40gmpump
insect problem,spray chlorpyriphos 2mllit of water
Asked about Tobacco caterpillar in groundnut,Recommended for spray indexocarb 1 ml litter of water
Information about White grub insect problem in Groundnut crop,-4G  10
control measure for red hairy caterpiller,spray monocrotophos 2mllit
FARMER ASKED ABOUT SUCKING PEST AND BLIGH ON GROUND NUT CROP,-
aphids in groundnut,spray dimethoate 2 ml  lit of water
Ask about larvae control information,Ask about larvae control informationSuggested: Cypermethrin 10EC 15 mlpump spray  EC
TELL ME FERTILIZER  GROUNDNUT,FERTILIZER  GROUNDNUT SSP 290  UREA 35 KH  HECTER
--ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT,4 ML
asked about nutrient for groundnut crop,- -00-
FARMER ASKED QUERY ABOUT  SPRAY FOR FLOWERING,-
TELL ME ABOUT ROOT ROT CONTROL IN,-- 250
Asked about plant protection in groundnut,suggested to spray lambda cyhalothrin 15 ml per litre
plant growth,multi k 5grams liter water
leaf folder in ground nut,RECOMMENDED TO SPRAY  CHLORPYRIFOS 500 MLAcre
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,--   1   3
YELLOWING IN GROUNDNUT,SPRAY MICROLA 30 ML 15 LITER WATER
White grub in groundnut management,Recommended for apply carbofuran 5 kg Neem cake 25 kgac
FARMER ASKED QUERY ABOUT ON WEATHER,THERE IS A CHANCE OF CLOUDY WEATHER BUT NO CHANCE OF SHOWERS IN YOUR AREA
Farmer asked about varieties of groundnut,- - :- --         - -  -
Asked about plant protection in ground nut,Suggested to spray chloropyriphos 2mllit of water and phorate -5 kg Phorate 10 G
black gram variety,black gram variety VBN Bg 4 VBNBg 5 TNAU Black gram VBN 7
LOW YIELD,APPLY LIME
White grub in groundnut,White grub in groundnut- Recommended to spray Chloropyriphos 15  DP  10 kg per acre
--Causes of yellowing in peanut crop,05     01
farmer asked about griundnut variety related information,-
Attack of Caterpillar,30 15
ASK FOR GNUT VARIETY INFORMATION,I SUGGESTED GG-20 2 4 6
FARMER ASKED ABOUT CONTROL OF CATERPILLAR  ATTACK IN GROUND NUT CROP,-  30   15
Ask about side effect pesticide  information in Groundnut crop,100
Farmer asked query on Weather,:         :                     34     26      5
Information about plant gowth permoter of Mungphali,Tricantanol 005 G  10
rate of gawar,JAIPUR GRAIN  GOWAR 7150
Asked about groundnut red spidermite managment,2
Asking about Pod formation decrease in Groundnut,:         : 45 -
Farmer Asked sucking pests control information of groundnut crop,15
groundnut seed treatment,recommended for apply carbendizum 2 grams1 kg seed
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,DRENCHING CARBENDAZIM  250 GM PAR BIGHA WITH IRRIGATION
rat,use zink phosphide
Asking about in groundnut in Jassids,Recommended for spray Azadirachtin 3 ml  Teepol 1 ml litre of water
PILIYA DISEASE CONTROL IN GROUNDNUT,SPRAY OF FERRAS SULPHARE 4 GRAM PER LIT WATER
Asking about weather forecast,This week  weather is CLOUDY and Possibility of LIGHT Rainfall
Asking about Boron deficiency in Groundnut,:    :   3   2
Asked about groundnut leafcaterpillar managment,:     : :  4   10
TELL ME CONTROL OF TERMITE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITTER PER BHIGA IN ROOT ZONE
TELL ME REQUITMENT UREA 1ST IRRIGATION IN GROUNDNUT,DOSE OF UREA FOR TOP DRESSING IN BAJRA  40 KG PER HA
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY OF ZINK SULPHATE 5 GRAM UREA 10 GRAM PER LITER WATER
TELL ME COLR ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
GROUND NUT ROOT ROT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
GROUND NUT TOBACCO CATERPILLAR,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
Asked about White grub  nematode management in groundnut,:       :      2
pest infestation in groundnut,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
TELL ME DISEASE CONTROL  IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
ask for gnut army worm,korazone 5mlpump for larve control or cypermetrin 10gpump
TELL ME CONTROL WHIET GRUB OF GROUNDNUT,USE-CALOROPAIRIPOSE 4LITTER HAC
herbicide,spray pursuit 2 gmlit
TELL  ME  WEATHAR INFORMATION CHURU,LIGHT RAIN MAY BE NEXT 2-3 DAYS
Asking about groundnut top fertilizer management,:    :   75    4  45
variety,tag-24 kopergaon
SUCKING PEST IN GROUNDNUT MANAGEMENT,75      200
Ask about grounenut information,95   250
SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACR
ASKED ABOUT WHITE FLY ON GROUNDNUT,WHITE FLY ON GROUNDNUT - Spray Ullala 8 gm15 Lit of Water UPL
ask abtt  gnut crop,suggested proper info
Asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litre of water
Asked about leaf miner and aphids management in groundnut,:          :    2
Asking about Tobacco caterpillar in ground nut,Recommended for spray Azadirachtin 3 ml  Teepol 1 ml litre of water
Farmer ask about fungus problem in groundnut crop,WP              -  :
Give information about Weed management in groundnut,35-40
CATERPILLER IN GROUNDNUT,INDOXICARB 1 ML  LITTER WATER SPRAY
GROUNDNUT GRAM POD BORER MANAGEMENT,GROUNDNUT GRAM POD BORER MANAGEMENT : RECOMMENDED FOR PROFINOPHOS 2 ML 1 LITER OF WATER
Yellow color of leaf,Apply urea
Farmer asked query on Weather,37       8
Groundnut Bio-fertilizer application,Recommended for apply 1kg pseudomonas fluorescens  acre by mixing with 20 kg of FYM
TELL ME  MANDI RATE IN GROUNDNUT,MANDI RATE IN GROUNDNUT RS 4500 RUPAY PER QU
sucking pest management,recommended to spray thiomethoxam 40 grams 200 litres of water
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,5  EC  250
asking about Leaf miner management  in groundnut,Recommended for spray imidacloprid 1 ml  neem oil 3 ml  teepol 1 ml  litre of water
Asking about Groundnut Early tikka leaf spot management,:       :   - 10
asking for the crops suitable for the season,recommended for groundnut black gam brinjal chillies
Plant Growth promoter,Biovita  Rhizobium
TELL ME CONTROL OF WHITE GRUB GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
mausam ki jankari chahiye,aapke yahan is poore hafte halke baadal chhaye rahne aur halki barish ki bhi sambhawna hai
A farmer wants to control Caterpillars and Sucking pests in his field,50   5 EC 30      I
seed treatment of groundnut,SERIAL WISE TREATMENT IN Groundnut FUNGICIDE-INSECTICIDE-RHIZOBIUM CULTURE
Weed Management,Dear Farmer Apply weeding process in Groundnut
white grub in groundnut,application of carbofuran 10 kg per acre
Please give information of flowring increge,planophix o2  ka chhidkav 3-4 liter paani me kare
Attack of Blight,Spray CARBENDISM  30 gm15 lit of Water
seed treatment in graoundnut,seed treatment in graoundnut5 gm thirum1 kg seed
Gram pod borer in Groundnut,Recommended for spray fipronil 2ml neemoil 3ml teepol 05mllit of water
moongphali ke khet me soondi lagi hai,ap ndaiclorovas 76 sl 2 mili  liter pani ke sath spray kare
Basal fertilizer application for rainfed ground nut,Recommended for apply 38 kg gypsum  25 kg DAP  5 kg sulphar
Asked about Weed management in GROUND NUT,Suggested to HAND WEEDING
TELL ME CATERPILLAR CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Asked about Girnar 10 groundnut  seed availability,: GINAR 5     :
fertilizer,0:52:34microlla
--ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,25   4
WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT - SPRAY emazithyper  HERBICIDE AFTER 25-30 DAYS OF SOWING
PLANTING MATERIAL GROUND NUT,PLANTING MATERIAL GROUND NUT
ask about fertilizer management in gnut,I suggested apply DAP as a basal dose
TELL ME WHIT GRUB CONTROL IN GROUNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHIT GRUB
Asking about groundnut fertilizer management,Recommended for apply urea 6kg   potash 12kg  ac
root rot in groundnut,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITER OF WATER
Ask about white fly control information,Suggested: Acetamiprid 20 SP PrideEkka 10 grampump spray
ask for gnut white garb,Chlorpyriphos 40 ml  10 lit water
Farmer asked Aphid problem in Groundnut crop,EC 30          SL 7-8
asking about groundnut top dressing fertilizer management,Recommended for apply urea 25 kg  potash 15 kg   acre
soil pest,Drenching of Chloropyriphos 30 ml    15 lit of water
thrips in groundnut crop,spray imidacloroprid 05 ml per liter of water
GROUND NUT GYPSUM,GYPSUM 2OO KG AT PEG INITIATION STAGE
sucking pests management in groundnut,sucking pests management in groundnut : RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER
TELL ME NO PROPER GROWTH OF GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Asking about Caterpillar management in groundnut,Recommended for spray Indoxacarb 7 ml  10 litre of water
Ask about sucking pests control information in Groundnut crop,EC 30
asking about groundnut stem rot management,recommended for Trichoderma viride 1 kg  farm yard manure 20 kg  acre
asked about insect control,spray FIPRONIL 5  SC  1MLLIT OF WATER
GROUNDNUT ROOT ROT MANAGEMENT,OXY  3
Leaf miner in groundnut,Recommended for spray Profenophos 2 ml Teepol 1 mllitre of water
Asked about application of Gypsum after application of Trichoderma viride in Groundnut crop,:          :   7  10
root rot in groundnut,recommended to apply redomil 25mlltr of water
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,CORBENDAZIM 250 GRAM  BIGA
Farmer asked about sulphur dose in Groundnut crop,-
ground nut zinc ferilizers dose,20kgacre
Gnut basal fertiliser seed treatment,1 bag DAPAcre  Trichoderma viride  4 gkg seed
CONTROL WHITE GRAB IN GROUNDNUT,QUNALFOS 25 EC 1LITERBIGHA
ground nut fertilizer management,recommended to apply urea 30 kg acre
ROOT ROT MANAGEMENT,ROOT ROT MANAGEMENT : TRICODERMA VIRIDE FORMULATION  PREPARATION: TRICODERMA VIRIDE 2 KGS COW DUNG 90 KGS NEEM KERNAL POWDERVEPA PINDI 10 KGS
GROUND NUT APHID MANAGEMENT :,GROUND NUT APHID MANAGEMENT :RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  WATER  ACRE
ASKED ABOUT TO INSECT CONTROL IN,25 EC 05
Pant protection measure for Groundnut,50   25
Ask about white grub control information in Groundnut,GR
Asked about Flower and pod setting management for Groundnut and Planofix can be spray,:            :  05  1
Farmer asked weed control in Groundnut crop,30   2 EC         -  -          -
Weather information,There is no possibility of rain in the next one week there will be a slight change
ASKING ABOUT APPLY BORON OF GROUNDNUT,BORON 15-2GMLITER OF WATER
attack of sucking pest,Spray Rogar 15ml15 Lit of Water
varieties of gr nut,varieties of gr nut  sb 11 tj 26
ASKING ABOUT SEED TREATMENT TO GROUNDNUT SEEDS,SEEDS ARE TREATED WITH 5 GM RHIZOBIUM  5 GM PSB  1 KG OF SEEDS AND THEN SOW
TELL ME WHITE FLY IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
TELL ME ROOT ROT CONTROL IN GROUNDNUT,TELL ME ROOT ROT CONTROL IN CUMIN
Information about seed rate of groundnut crop,40  45
seed treatment,mancozeb 3 grlt water
Ask about miteredmiteant control informationgroundnut,--  EC
leaf minor control in groundnut,Recommended for spray profenophos 3 ml  liter of water
Ask about weed control information,tergasuper 35mlpump spray
Asked about groundnut weed amangement,recommended for recommended for quizalofop-p-ethyl 300mlacre
Farmer asked termitewhite grub control information of groundnut,Ask about information of    PM - KISAN Beneficiary Status                https:pmkisangovinbeneficiarystatusaspx
tell me control of tika disease of groundnut,SPRAY OF MENCOZEB 75 WP 2 GLIT WATER
groundnut diseasese,50
asked about to seed treatment in groundnut,20 ec 4ml
TELL ME ZIPSUM QUNTITY IN GROUNDNUT,250KG PER HAC
Query about nutrient management,NPK 0:0:50
TELL ME ABOUT TERMITE CONTROL IN groundnut,50   5  2
Farmer asked Aphid problem in ground nut crop,WG 12
TELL ME INSECT CONTROL IN GROUNDNUT,25  05
ask about wilt in ground nut,I suggested to dtrnching blue copper 40 gm pump for  wilt in ground nut
LEAF  EATING  CATTERPILLAR  IN  GROUNDNUT,RECOMMENDED  TO  SPRAY  CHLOROPYRIPHOS  2ML  1 LIT WATER
fertilizer dose for summer gnut,apply 65kg suphala65kg super phosphate per acre
Farmer asked about fertilizer spray on groundnut,-:::
Farmer asked weed control in Groundnut  crop,40-50
varities,sb 11jl 24
farmer want  to know information about How to control of fungal attack in groundnut crop,recommended for to control of fungal attack spray  carbandazim  mancozeb 40gmand streptocyclin 2 gram at 15 liter of water
TELL ME ABOUT SUCKING PEST CONTROL IN GROUND NUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
FARMER ASKED QUERY ON  ZYPSUM AVAILABILITY,RECOMENDED TO BROWSE AT IFFCO BAZAR
asking can fertilizer doses in summer gnut after sowing of 45 days,i suggested to use can fertilizer 40 kg per acer
sucking pest management in ground nut,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITERS OF WATER  ACRE
APHID ATTACK IN GROUNDNUT,RECOMMENDED SPRAY ACEPHATEASATAF 1GMLTR WATER OR DIMETHOATEROGOR 2MLLTR WATER FOR APHID ATTACK IN GROUNDNUT
Asking about leaf roller in groundnut,Recommended for spray Fipronil 15 ml  liter of water
MITES IN G NUT,RECOMMENDED FOR SPRAY ROGOR 2MLL OF WATER FOR MITES IN G NUT
groundnut season,Purattasipattam Sep- Oct
Asking about leaf spot management in groundnut,:       :  2      05
CONTROL OF TIKKA DISEASE IN GROUNDNUT,MENCOJEB AND CARBENDAZIM 2 GRAM LITER WATER SPRAY
market rate activated,activated
Weed control in Groundnut cop,Kisan bhai ap moongfali ki fasal me nirai-gudai kare
TELL ME WEATHER INFORMATION OF BUNDI DIST,FOUR DAYS RAINFALL IN BUNDI DIST
gnut fertilizer information,125 kg N and 25 kg P
groundnut leaf eating caterpillar management,90    150
TELL ME ROOT ROT CONTROL IN  GROUNDNUT,-- 1
ground nut early leaf spot management,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
YELLOWING,SPRAY MICROLA 45 ML15 LITER WATER
FARMER ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,40   4    15
Foliar application for ground nut,Recommended for spray zinc sulphate 5 gm lit
Farmer asked termitewhite grub control information of groundnut crop,EC                1
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUNDNUT,-          -
Asked about seed treatment in groundnut,-  3   KG
Ask about GJG 32 variety related information,-
ask for groungnut fungiside,suggest: drenching with mancozeb
ASK ABOUT GNUT,Semi Spreading: GG-20  GJG-22
WILT,Spray Proclaim 5gm15lit of Water
ask abt sowing time,suggested February best time
leaf rolling catrepileR,quinolphos 2mililiter favarave
Asking about fertilizer application for groundnut crop during rainy days,:
variety of groundnut,-13
weed management,oxyflorofin  2 ml1 liter
TELL ME ABOUT NEMATODE CONTROL IN GROUNDNUT,-- 3   25-30
Asking about spraying time  dosage for groundnut rich,:     : :     2  200
Farmer wants to know about the use of insecticide in groundnut crop,l
Farmer wants to know the information about seed rate in groundnut crop,-      100          80
seed rate of groundnut,80-100 kg  hac
ASKED ABOUT TO WATER MANAGEMENT IN GROUNDNUT,20  25
WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT-SPRAY TARGA SUPER 2MLLIT WATER
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HACTOR  WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Jassids in groundnut,recommended for the spray
ABOUT THE FERTILIZER MANAGEMENTN GROUND NUT,RECOMONDED TO APPLY 200KG ZIPSUM AFTER45 DAYS
Ask about larva control,all information provided - thanks for calling in kisan call centre
TELL ME WEED CONTROL IN GROUNDNUT,NO WEEDICIDE USE IN GROUNDNUT STANDING CROP USE HAND WEEDING METHOD
Asking about Top dressing fertilizer management for ground nut,Recommended for apply urea 5 kg potash 15 kg mn mixture 5 kgac
asking about Stem rot management in Groundnut,:      :   1     20
GROUND NUT  HELICOVERPA,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
groundnut top fertilizer,recommended for apply gypsum 75 kilo acre
TELL ME YELLOWING LEAF CONTROLE IN  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
CONTROL OF DRY ROOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  THIOPHANATE METHYL 75 WP  1 GM   1  LIT OF WATER
Asking about  groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
white fly problem in groundnut crop,Recommended to spray acephate 300 gracre
fertilizers of grnut,application of fertzypsum
Asking about groundnut flowers enhancement,Recommended to spray the nitropenzin 2gmlit of water
Asked about plant protection,Recommended to spray Quinalphos 25 EC -  2 ml
THIKKA LEAF SPOT IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROTHALANIL 400 GRAMS PER ACRE
